Station Name,day,Avg Solar Radiation,Min Solar Radiation,Max Solar Radiation
Oak Street Weather Station,06/12/2017,263.17391304347825,-6,902
Oak Street Weather Station,07/06/2017,263.09090909090907,-6,830
Oak Street Weather Station,09/01/2015,263.05882352941177,0,686
63rd Street Weather Station,06/30/2015,263.0,2,795
63rd Street Weather Station,07/25/2019,263.0,0,754
Oak Street Weather Station,06/17/2020,262.9130434782609,-3,849
63rd Street Weather Station,05/16/2018,262.9130434782609,2,806
63rd Street Weather Station,05/08/2018,262.8333333333333,1,790
63rd Street Weather Station,05/04/2018,262.8125,1,867
63rd Street Weather Station,05/25/2019,262.7916666666667,0,1036
63rd Street Weather Station,07/05/2017,262.75,0,770
63rd Street Weather Station,07/25/2016,262.7083333333333,0,839
Oak Street Weather Station,08/23/2016,262.7083333333333,-4,859
Oak Street Weather Station,05/30/2017,262.6666666666667,-3,1107
Foster Weather Station,07/19/2021,262.6666666666667,2,776
63rd Street Weather Station,07/20/2015,262.5882352941176,0,1166
63rd Street Weather Station,07/30/2018,262.4347826086956,0,766
Oak Street Weather Station,07/08/2019,262.375,-3,793
Oak Street Weather Station,06/10/2021,262.1666666666667,-3,805
Oak Street Weather Station,06/09/2017,262.125,-4,900
Oak Street Weather Station,04/07/2017,262.0833333333333,0,824
63rd Street Weather Station,05/07/2020,262.0833333333333,3,782
Foster Weather Station,08/01/2021,262.0833333333333,2,814
Foster Weather Station,08/04/2015,262.04347826086956,0,822
Oak Street Weather Station,04/16/2020,262.0416666666667,1,865
Oak Street Weather Station,08/01/2019,262.0,-4,834
Oak Street Weather Station,08/11/2020,261.9583333333333,-3,851
Oak Street Weather Station,07/02/2016,261.84615384615387,-2,747
63rd Street Weather Station,04/21/2019,261.8333333333333,0,777
Oak Street Weather Station,07/23/2020,261.7916666666667,-4,839
Oak Street Weather Station,08/08/2016,261.7826086956522,-3,821
Oak Street Weather Station,07/20/2021,261.7826086956522,-3,786
Oak Street Weather Station,08/07/2020,261.75,-4,850
63rd Street Weather Station,06/27/2021,261.7391304347826,0,989
Oak Street Weather Station,07/24/2019,261.625,-4,817
63rd Street Weather Station,04/23/2016,261.4347826086956,3,830
Oak Street Weather Station,05/06/2017,261.3333333333333,0,871
63rd Street Weather Station,05/06/2018,261.22727272727275,3,790
63rd Street Weather Station,08/13/2015,261.0416666666667,0,1077
63rd Street Weather Station,08/06/2020,260.9166666666667,0,797
Oak Street Weather Station,08/05/2021,260.8695652173913,-4,801
63rd Street Weather Station,08/19/2018,260.85714285714283,0,731
Oak Street Weather Station,07/04/2018,260.7826086956522,-6,851
Oak Street Weather Station,05/30/2021,260.77272727272725,-2,899
63rd Street Weather Station,05/26/2018,260.4583333333333,0,780
63rd Street Weather Station,07/01/2019,260.4583333333333,0,830
Oak Street Weather Station,07/01/2021,260.4166666666667,-3,844
63rd Street Weather Station,08/07/2020,260.4166666666667,0,769
Oak Street Weather Station,07/09/2017,260.23809523809524,-5,817
63rd Street Weather Station,08/23/2018,260.2173913043478,0,773
Oak Street Weather Station,05/25/2016,260.1666666666667,-3,885
Oak Street Weather Station,07/11/2019,260.0833333333333,-5,756
Oak Street Weather Station,08/11/2015,260.0416666666667,0,829
Oak Street Weather Station,06/17/2018,260.0,-6,892
Oak Street Weather Station,06/02/2020,260.0,-6,810
63rd Street Weather Station,06/15/2018,259.4583333333333,0,907
Oak Street Weather Station,06/13/2015,259.45454545454544,0,982
63rd Street Weather Station,06/12/2016,259.3333333333333,0,674
63rd Street Weather Station,07/04/2016,259.3333333333333,0,893
Foster Weather Station,08/03/2021,259.2608695652174,2,799
Oak Street Weather Station,08/12/2015,259.17391304347825,0,857
Foster Weather Station,07/10/2015,259.1363636363636,0,912
63rd Street Weather Station,05/31/2019,259.0,0,780
Oak Street Weather Station,08/09/2019,258.9583333333333,-4,821
Oak Street Weather Station,06/13/2021,258.9130434782609,-4,853
63rd Street Weather Station,05/08/2016,258.7826086956522,2,890
Oak Street Weather Station,07/19/2015,258.72727272727275,-2,705
Oak Street Weather Station,06/03/2016,258.7142857142857,-3,871
63rd Street Weather Station,06/04/2018,258.6818181818182,0,841
63rd Street Weather Station,10/02/2015,258.6666666666667,2,752
Oak Street Weather Station,05/23/2018,258.6190476190476,-2,866
63rd Street Weather Station,08/23/2019,258.5833333333333,0,770
Oak Street Weather Station,06/19/2021,258.5217391304348,-5,847
63rd Street Weather Station,08/07/2015,258.4583333333333,0,873
63rd Street Weather Station,08/25/2017,258.4166666666667,0,799
Oak Street Weather Station,07/10/2019,258.3478260869565,-6,966
Oak Street Weather Station,08/03/2021,258.3478260869565,-4,782
Oak Street Weather Station,07/26/2021,258.3333333333333,-5,822
63rd Street Weather Station,06/28/2020,258.2916666666667,0,876
Oak Street Weather Station,04/26/2018,258.2083333333333,-2,838
Oak Street Weather Station,05/06/2018,258.14285714285717,0,843
Oak Street Weather Station,07/06/2016,258.1111111111111,-4,874
Oak Street Weather Station,07/27/2015,257.82608695652175,0,854
Oak Street Weather Station,06/13/2017,257.6666666666667,-4,821
63rd Street Weather Station,08/02/2016,257.6666666666667,0,872
Oak Street Weather Station,05/24/2020,257.625,-4,834
Foster Weather Station,08/02/2015,257.60869565217394,0,807
63rd Street Weather Station,08/09/2019,257.4166666666667,0,798
Oak Street Weather Station,07/30/2019,257.0833333333333,-5,824
63rd Street Weather Station,08/01/2015,257.0416666666667,0,962
Oak Street Weather Station,04/21/2020,256.9130434782609,0,869
63rd Street Weather Station,07/30/2019,256.875,0,792
Oak Street Weather Station,05/26/2018,256.8333333333333,-5,842
Oak Street Weather Station,06/02/2016,256.8,-3,865
Oak Street Weather Station,07/31/2020,256.6666666666667,-4,936
Foster Weather Station,07/03/2015,256.625,0,764
Oak Street Weather Station,07/20/2019,256.5416666666667,-6,873
63rd Street Weather Station,07/19/2016,256.375,0,838
63rd Street Weather Station,07/14/2020,256.3333333333333,0,798
Oak Street Weather Station,05/18/2017,256.2608695652174,-4,860
Foster Weather Station,07/24/2015,256.25,0,808
63rd Street Weather Station,07/04/2019,256.0833333333333,0,831
Oak Street Weather Station,08/05/2015,256.05263157894734,0,790
Oak Street Weather Station,07/06/2020,256.0,-5,799
Oak Street Weather Station,05/15/2017,255.95652173913044,-3,826
Oak Street Weather Station,06/05/2016,255.8,-3,1175
Oak Street Weather Station,06/10/2017,255.79166666666666,-5,890
Foster Weather Station,08/16/2015,255.6086956521739,0,872
63rd Street Weather Station,07/28/2018,255.5,0,795
63rd Street Weather Station,06/28/2016,255.5,0,1227
Oak Street Weather Station,05/27/2017,255.2608695652174,-2,866
Oak Street Weather Station,04/14/2016,254.95833333333334,1,805
Oak Street Weather Station,05/31/2019,254.875,-4,838
63rd Street Weather Station,06/25/2017,254.65217391304347,1,1042
Oak Street Weather Station,06/26/2019,254.625,-5,883
63rd Street Weather Station,07/27/2019,254.58333333333334,0,754
63rd Street Weather Station,07/28/2015,254.29166666666666,0,809
Foster Weather Station,06/12/2021,254.04545454545453,2,822
Oak Street Weather Station,03/29/2016,254.0,1,791
63rd Street Weather Station,04/08/2017,253.91666666666666,2,798
Oak Street Weather Station,05/31/2018,253.9047619047619,-4,908
Oak Street Weather Station,04/07/2018,253.7826086956522,1,815
Oak Street Weather Station,04/19/2020,253.70833333333334,0,873
63rd Street Weather Station,07/28/2019,253.70833333333334,0,883
63rd Street Weather Station,06/29/2019,253.70833333333334,0,1028
Oak Street Weather Station,08/02/2019,253.625,-4,825
63rd Street Weather Station,07/06/2017,253.625,0,850
Oak Street Weather Station,07/19/2016,253.52380952380952,-3,835
63rd Street Weather Station,07/19/2015,253.45454545454547,0,685
Oak Street Weather Station,06/27/2019,253.41666666666666,-4,838
Foster Weather Station,06/19/2015,253.375,0,745
63rd Street Weather Station,07/24/2015,253.33333333333334,0,918
63rd Street Weather Station,08/15/2017,253.33333333333334,0,806
Oak Street Weather Station,06/28/2015,253.3,0,899
Oak Street Weather Station,08/03/2019,253.20833333333334,-5,809
Oak Street Weather Station,05/27/2020,253.16666666666666,-4,864
Oak Street Weather Station,06/02/2021,253.0,-2,776
63rd Street Weather Station,06/13/2017,252.875,0,813
63rd Street Weather Station,07/01/2017,252.875,0,1046
Foster Weather Station,05/27/2015,252.83333333333334,0,723
63rd Street Weather Station,04/27/2018,252.83333333333334,3,822
63rd Street Weather Station,07/22/2016,252.625,0,840
Oak Street Weather Station,08/12/2017,252.58333333333334,-3,1015
63rd Street Weather Station,04/26/2018,252.58333333333334,2,791
Foster Weather Station,06/09/2015,252.5,0,723
Oak Street Weather Station,07/09/2019,252.5,-5,802
Oak Street Weather Station,06/19/2020,252.41666666666666,-4,880
Oak Street Weather Station,06/23/2020,252.375,-3,1007
Oak Street Weather Station,08/21/2017,252.1875,-5,705
Oak Street Weather Station,06/06/2017,252.14285714285714,-2,842
63rd Street Weather Station,07/24/2021,252.13636363636363,0,913
63rd Street Weather Station,07/19/2021,252.125,0,740
Oak Street Weather Station,05/17/2018,252.0909090909091,-2,943
Oak Street Weather Station,07/24/2020,251.95833333333334,-4,850
63rd Street Weather Station,06/18/2018,251.83333333333334,0,875
63rd Street Weather Station,08/02/2018,251.82608695652175,0,848
Oak Street Weather Station,08/24/2015,251.7826086956522,1,905
Foster Weather Station,07/31/2021,251.66666666666666,2,824
63rd Street Weather Station,07/10/2015,251.58333333333334,1,751
63rd Street Weather Station,08/14/2020,251.54166666666666,0,746
Foster Weather Station,06/19/2021,251.52173913043478,2,851
Foster Weather Station,08/05/2021,251.5,0,869
Oak Street Weather Station,08/22/2016,251.45833333333334,-3,797
63rd Street Weather Station,07/14/2019,251.41666666666666,0,753
Oak Street Weather Station,06/26/2017,251.4090909090909,-2,997
Oak Street Weather Station,08/24/2019,251.25,-4,797
Foster Weather Station,08/17/2021,251.2173913043478,2,967
Oak Street Weather Station,06/16/2018,251.1904761904762,-6,807
63rd Street Weather Station,06/15/2017,251.08333333333334,0,937
63rd Street Weather Station,05/25/2017,251.08333333333334,2,1138
63rd Street Weather Station,05/26/2021,250.875,0,892
63rd Street Weather Station,08/01/2021,250.875,0,775
Oak Street Weather Station,07/18/2021,250.75,-3,759
Oak Street Weather Station,08/07/2016,250.71428571428572,-3,834
Oak Street Weather Station,06/24/2020,250.65217391304347,-3,1057
63rd Street Weather Station,07/18/2016,250.625,0,866
Foster Weather Station,06/10/2015,250.625,0,880
Oak Street Weather Station,07/15/2019,250.45833333333334,-5,818
63rd Street Weather Station,05/25/2018,250.41666666666666,0,786
Foster Weather Station,05/24/2021,250.41666666666666,0,972
Oak Street Weather Station,07/04/2015,250.23809523809524,0,760
Oak Street Weather Station,08/23/2019,250.125,-4,789
Oak Street Weather Station,08/09/2020,250.04166666666666,-4,851
63rd Street Weather Station,08/24/2019,250.0,0,783
Oak Street Weather Station,07/10/2016,250.0,-4,761
63rd Street Weather Station,04/12/2019,250.0,3,867
Foster Weather Station,09/02/2015,249.93333333333334,1,815
Foster Weather Station,04/05/2016,249.91304347826087,0,801
Oak Street Weather Station,08/02/2015,249.9047619047619,-3,842
63rd Street Weather Station,07/17/2020,249.79166666666666,0,791
63rd Street Weather Station,06/19/2020,249.5,0,861
Foster Weather Station,06/27/2021,249.5,2,1005
63rd Street Weather Station,04/13/2019,249.45833333333334,4,774
Oak Street Weather Station,07/06/2021,249.45833333333334,-5,858
Oak Street Weather Station,09/13/2015,249.42105263157896,1,936
63rd Street Weather Station,09/11/2018,249.4,1,703
63rd Street Weather Station,08/19/2020,249.29166666666666,0,741
63rd Street Weather Station,04/15/2019,249.2173913043478,3,811
63rd Street Weather Station,05/28/2018,249.17391304347825,0,751
Oak Street Weather Station,04/22/2018,248.95238095238096,0,729
63rd Street Weather Station,05/25/2016,248.91666666666666,0,823
Foster Weather Station,07/27/2015,248.91304347826087,0,799
63rd Street Weather Station,08/08/2019,248.875,0,859
Oak Street Weather Station,08/29/2020,248.875,-6,861
63rd Street Weather Station,06/03/2016,248.7826086956522,1,865
Foster Weather Station,07/15/2015,248.69565217391303,0,843
Oak Street Weather Station,04/02/2020,248.69565217391303,1,794
Oak Street Weather Station,07/14/2019,248.5,-4,800
63rd Street Weather Station,07/07/2015,248.29166666666666,1,879
Oak Street Weather Station,07/02/2015,247.875,2,929
Oak Street Weather Station,07/03/2021,247.83333333333334,-4,767
Oak Street Weather Station,08/01/2021,247.83333333333334,-3,815
63rd Street Weather Station,06/19/2017,247.79166666666666,0,1041
63rd Street Weather Station,04/25/2017,247.75,0,892
Oak Street Weather Station,06/21/2020,247.65217391304347,-4,909
Oak Street Weather Station,07/04/2021,247.5,-5,754
63rd Street Weather Station,08/06/2017,247.47826086956522,0,891
63rd Street Weather Station,09/02/2016,247.45833333333334,0,764
Oak Street Weather Station,07/31/2016,247.2173913043478,-3,836
Oak Street Weather Station,05/24/2016,247.04347826086956,-4,873
Foster Weather Station,06/30/2015,246.77272727272728,0,862
Oak Street Weather Station,04/17/2017,246.65217391304347,0,775
63rd Street Weather Station,09/03/2016,246.58333333333334,0,773
63rd Street Weather Station,09/23/2018,246.55,1,676
63rd Street Weather Station,09/01/2021,246.47826086956522,0,742
Oak Street Weather Station,04/22/2017,246.43478260869566,0,900
63rd Street Weather Station,08/04/2019,246.41666666666666,0,752
63rd Street Weather Station,04/22/2018,246.27272727272728,4,727
Oak Street Weather Station,06/03/2017,246.25,-5,877
Oak Street Weather Station,08/04/2020,246.17391304347825,-3,861
Foster Weather Station,07/19/2015,246.14285714285714,0,778
63rd Street Weather Station,08/07/2017,245.95833333333334,0,972
Oak Street Weather Station,06/10/2015,245.95238095238096,-2,912
Foster Weather Station,09/05/2021,245.83333333333334,2,788
Oak Street Weather Station,04/18/2017,245.7826086956522,-3,824
Oak Street Weather Station,06/07/2020,245.75,-2,940
63rd Street Weather Station,06/11/2019,245.66666666666666,0,966
Oak Street Weather Station,07/25/2019,245.625,-5,784
63rd Street Weather Station,06/30/2016,245.52173913043478,0,932
Foster Weather Station,06/14/2015,245.5,0,1098
63rd Street Weather Station,07/03/2015,245.29166666666666,2,770
Oak Street Weather Station,08/30/2020,245.20833333333334,-4,801
63rd Street Weather Station,08/04/2018,245.125,0,757
Foster Weather Station,09/06/2021,245.04347826086956,2,739
Foster Weather Station,06/28/2015,244.91304347826087,0,841
Oak Street Weather Station,08/06/2020,244.79166666666666,-3,842
Foster Weather Station,10/02/2015,244.6,0,680
Oak Street Weather Station,08/25/2017,244.58333333333334,-3,777
63rd Street Weather Station,06/23/2017,244.41666666666666,0,933
Oak Street Weather Station,09/01/2021,244.3913043478261,-4,759
Oak Street Weather Station,05/08/2018,244.2608695652174,-3,821
Foster Weather Station,08/15/2015,244.2173913043478,0,739
Oak Street Weather Station,07/23/2015,244.0,0,836
Foster Weather Station,03/27/2022,243.875,1,779
63rd Street Weather Station,04/24/2018,243.875,4,841
Oak Street Weather Station,07/13/2016,243.58823529411765,-3,875
63rd Street Weather Station,08/20/2020,243.45833333333334,0,727
Oak Street Weather Station,06/04/2017,243.04761904761904,-5,916
Oak Street Weather Station,07/20/2020,243.0,-4,934
Oak Street Weather Station,07/22/2016,242.91666666666666,-5,833
Foster Weather Station,08/04/2021,242.875,2,743
Oak Street Weather Station,06/20/2020,242.77272727272728,-5,1046
63rd Street Weather Station,08/10/2016,242.66666666666666,0,778
63rd Street Weather Station,08/15/2019,242.375,0,825
Oak Street Weather Station,07/28/2015,242.35,-2,747
Oak Street Weather Station,07/25/2016,242.33333333333334,-4,831
Foster Weather Station,07/04/2015,242.30434782608697,0,734
Foster Weather Station,05/22/2021,242.29166666666666,2,894
Oak Street Weather Station,07/09/2018,242.27272727272728,-6,891
63rd Street Weather Station,08/04/2021,242.25,0,729
Oak Street Weather Station,09/03/2016,242.16666666666666,-3,780
63rd Street Weather Station,05/04/2020,242.14285714285714,3,597
Oak Street Weather Station,08/06/2015,242.04545454545453,0,828
